RELEVE_ID,SPECIES_NAME,GRID_NO,DOMIN
28,Anthoxanthum odoratum,2,4
28,Holcus lanatus,2,7
28,Poa pratensis,2,0.1
28,Ranunculus repens,2,1
28,Lolium perenne,2,5
28,Bromus hordeaceus,2,7
28,Cardamine pratensis,2,0.1
30,Anthoxanthum odoratum,2,4
30,Holcus lanatus,2,6
30,Ranunculus repens,2,2
30,Lolium perenne,2,0.1
30,Cerastium fontanum,2,0.1
30,Bromus hordeaceus,2,8
30,Cardamine pratensis,2,0.1
30,Poa trivialis,2,2
31,Anthoxanthum odoratum,3,8
31,Festuca rubra,3,6
31,Holcus lanatus,3,5
31,Ranunculus repens,3,1
31,Rumex acetosa,3,0.1
31,Taraxacum officinale,3,2
31,Lolium perenne,3,3
31,Cerastium fontanum,3,0.1
31,Cardamine pratensis,3,1
31,Poa trivialis,3,6
32,Alopecurus pratensis,3,0.1
32,Anthoxanthum odoratum,3,1
32,Dactylis glomerata,3,2
32,Holcus lanatus,3,8
32,Cardamine pratensis,3,1
32,Poa trivialis,3,5
33,Anthoxanthum odoratum,3,8
33,Festuca rubra,3,5
33,Filipendula ulmaria,3,0.1
33,Holcus lanatus,3,6
33,Ranunculus repens,3,1
33,Cerastium fontanum,3,2
33,Cardamine pratensis,3,0.1
33,Carex dioica,3,2
34,Ranunculus repens,4,1
34,Poa trivialis,4,3
34,Phragmites australis,4,9
35,Holcus lanatus,4,9
35,Taraxacum officinale,4,0.1
35,Rumex obtusifolius,4,0.1
35,Bromus hordeaceus,4,2
35,Cardamine pratensis,4,1
35,Poa trivialis,4,4
36,Filipendula ulmaria,4,0.1
36,Holcus lanatus,4,9
36,Poa pratensis,4,4
36,Ranunculus repens,4,0.1
36,Taraxacum officinale,4,0.1
36,Bromus hordeaceus,4,0.1
36,Cardamine pratensis,4,1
37,Holcus lanatus,5,9
37,Ranunculus repens,5,0.1
37,Bromus hordeaceus,5,2
37,Poa trivialis,5,3
38,Anthoxanthum odoratum,5,4
38,Filipendula ulmaria,5,0.1
38,Holcus lanatus,5,7
38,Ranunculus acris,5,0.1
38,Cerastium fontanum,5,0.1
38,Bromus hordeaceus,5,2
38,Poa trivialis,5,4
38,Lolium multiflorum,5,4
39,Carex flacca,7,5
39,Festuca rubra,7,1
39,Filipendula ulmaria,7,7
39,Plantago lanceolata,7,7
39,Ranunculus acris,7,1
39,Eupatorium cannabinum,7,3
39,Silene vulgaris,7,0.1
40,Anthoxanthum odoratum,7,4
40,Caltha palustris,7,2
40,Carex acutiformis,7,7
40,Carex nigra,7,2
40,Festuca rubra,7,2
40,Filipendula ulmaria,7,0.1
40,Galium palustre,7,0.1
40,Holcus lanatus,7,1
40,Cardamine pratensis,7,2
40,Phragmites australis,7,2
41,Anthoxanthum odoratum,8,2
41,Carex flacca,8,8
41,Centaurea nigra,8,0.1
41,Festuca rubra,8,3
41,Filipendula ulmaria,8,3
41,Hypochaeris radicata,8,0.1
41,Plantago lanceolata,8,8
41,Taraxacum officinale,8,1
42,Anthoxanthum odoratum,8,0.1
42,Carex flacca,8,8
42,Festuca rubra,8,2
42,Filipendula ulmaria,8,5
42,Veronica chamaedrys,8,0.1
43,Anthoxanthum odoratum,9,2
43,Festuca rubra,9,7
43,Filipendula ulmaria,9,3
43,Plantago lanceolata,9,6
43,Plantago major,9,0.1
44,Caltha palustris,9,0.1
44,Festuca rubra,9,8
44,Filipendula ulmaria,9,2
44,Galium palustre,9,0.1
44,Juncus acutiflorus,9,4
44,Phragmites australis,9,4
45,Cirsium palustre,10,0.1
45,Equisetum palustre,10,0.1
45,Festuca rubra,10,9
45,Filipendula ulmaria,10,6
45,Iris pseudacorus,10,3
45,Plantago lanceolata,10,4
46,Anthoxanthum odoratum,10,1
46,Carex flacca,10,4
46,Centaurea nigra,10,4
46,Cirsium palustre,10,4
46,Festuca rubra,10,6
46,Filipendula ulmaria,10,7
46,Holcus lanatus,10,2
46,Plantago lanceolata,10,4
47,Carex nigra,11,2
47,Cirsium dissectum,11,2
47,Festuca rubra,11,7
47,Filipendula ulmaria,11,7
47,Holcus lanatus,11,0.1
47,Plantago lanceolata,11,2
47,Poa trivialis,11,3
48,Anthoxanthum odoratum,11,4
48,Carex flacca,11,1
48,Centaurea nigra,11,3
48,Equisetum palustre,11,0.1
48,Festuca rubra,11,6
48,Filipendula ulmaria,11,7
48,Plantago lanceolata,11,4
48,Taraxacum officinale,11,0.1
49,Anthoxanthum odoratum,12,4
49,Carex flacca,12,6
49,Centaurea nigra,12,3
49,Equisetum palustre,12,0.1
49,Festuca rubra,12,7
49,Filipendula ulmaria,12,6
49,Holcus lanatus,12,1
50,Anthoxanthum odoratum,12,4
50,Carex acutiformis,12,4
50,Carex flacca,12,3
50,Festuca rubra,12,3
50,Filipendula ulmaria,12,5
50,Holcus lanatus,12,1
50,Plantago lanceolata,12,3
50,Ranunculus acris,12,0.1
50,Ranunculus repens,12,1
50,Rumex acetosa,12,5
50,Taraxacum officinale,12,2
50,Cerastium fontanum,12,0.1
50,Cardamine pratensis,12,0.1
